y_velocity,angular_velocity,x_velocity,y_position,angle,x_position,right_leg_contact,left_leg_contact,action
0.42106926,0.42938814,0.68380594,0.60519445,0.8795776,0.8781159,0.0,0.0,0
0.39767754,0.42938817,0.68380606,0.60259527,0.8762063,0.88126284,0.0,0.0,2
0.40656123,0.43751165,0.6819087,0.6001452,0.87376237,0.88438416,0.0,0.0,0
0.3831697,0.4375116,0.6819087,0.5973068,0.87131864,0.8875054,0.0,0.0,2
0.39572874,0.44858187,0.6819483,0.59467924,0.87013876,0.8906359,0.0,0.0,3
0.37352887,0.42600614,0.68697596,0.5916784,0.8663813,0.8938335,0.0,0.0,2
0.40612137,0.433001,0.6769628,0.58922035,0.8634224,0.896868,0.0,0.0,0
0.3827297,0.433001,0.67696285,0.58637387,0.86046356,0.8999026,0.0,0.0,2
0.4167996,0.4385645,0.66531646,0.58409435,0.85813993,0.90274525,0.0,0.0,0
0.3934081,0.43856454,0.66531646,0.5814263,0.85581625,0.9055879,0.0,0.0,0
0.37001655,0.43856454,0.6653165,0.57836986,0.85349274,0.9084307,0.0,0.0,2
0.39266375,0.43113595,0.64433646,0.57568806,0.85032094,0.9109144,0.0,0.0,2
0.40678284,0.44031438,0.6425575,0.57324255,0.8481971,0.91337526,0.0,0.0,3
0.38504067,0.41239697,0.6487132,0.57043064,0.84288573,0.91591835,0.0,0.0,2
0.38918248,0.41298574,0.6414162,0.5676877,0.8376416,0.91833895,0.0,0.0,2
0.4040727,0.40380877,0.62145406,0.56519043,0.8313496,0.9204164,0.0,0.0,1
0.3797018,0.4295235,0.61558914,0.5622933,0.82799375,0.92241496,0.0,0.0,2
0.37774035,0.43562248,0.6157626,0.55936486,0.82533413,0.9244211,0.0,0.0,2
0.4133278,0.43764618,0.60166204,0.55702794,0.82290566,0.92619133,0.0,0.0,3
0.39098594,0.4150923,0.6067396,0.55431575,0.81790197,0.9280297,0.0,0.0,2
0.41255617,0.4082899,0.5879447,0.5519607,0.8121217,0.92954636,0.0,0.0,1
0.38790715,0.433667,0.5822562,0.54920095,0.8092389,0.93098694,0.0,0.0,3
0.36603087,0.4125052,0.58684623,0.54607415,0.8039399,0.9324883,0.0,0.0,2
0.38353598,0.41797096,0.5817429,0.5432392,0.7992649,0.93390805,0.0,0.0,2
0.38654074,0.4154764,0.5725709,0.5404538,0.79430515,0.9351713,0.0,0.0,2
0.38659948,0.42053074,0.571708,0.5376703,0.7899225,0.936424,0.0,0.0,2
0.38612753,0.41819236,0.5637349,0.5348785,0.7852728,0.93754065,0.0,0.0,2
0.41733813,0.41758728,0.54984134,0.53260535,0.780554,0.9384229,0.0,0.0,0
0.3939461,0.4175873,0.5498415,0.5299435,0.7758353,0.9393052,0.0,0.0,2
0.4253805,0.40927425,0.52866596,0.5278027,0.77016735,0.9398243,0.0,0.0,1
0.4000857,0.44179064,0.52145076,0.5252469,0.7682121,0.9402474,0.0,0.0,3
0.37835222,0.41323626,0.5277918,0.5223258,0.76299655,0.940755,0.0,0.0,2
0.3933677,0.40572646,0.5116688,0.51965296,0.75692356,0.9409854,0.0,0.0,2
0.41617647,0.40167162,0.4973882,0.51735866,0.75038755,0.940972,0.0,0.0,1
0.3917874,0.4287954,0.49119633,0.51466334,0.7469485,0.94087565,0.0,0.0,3
0.3697251,0.39829814,0.498102,0.5115971,0.7400273,0.94087166,0.0,0.0,2
0.37041295,0.40006483,0.49477175,0.50854295,0.7333079,0.9408128,0.0,0.0,2
0.3761943,0.40695882,0.49554348,0.5055858,0.7273756,0.9407725,0.0,0.0,2
0.39436895,0.41789135,0.49790314,0.50293225,0.7226916,0.94078034,0.0,0.0,1
0.3698653,0.43839628,0.49331018,0.49987444,0.7203487,0.9407269,0.0,0.0,3
0.34779805,0.41199115,0.49925277,0.4964467,0.71499103,0.9407528,0.0,0.0,2
0.37761745,0.41430315,0.49128994,0.49351466,0.7098973,0.94064647,0.0,0.0,2
0.40219015,0.42356104,0.49130788,0.49099204,0.7058606,0.94054765,0.0,0.0,1
0.3775615,0.44576523,0.48633415,0.48806313,0.7043592,0.94038266,0.0,0.0,3
0.354968,0.4215395,0.49189016,0.4847561,0.70009166,0.9402921,0.0,0.0,2
0.39274296,0.42784,0.48695046,0.48207727,0.6965436,0.94012326,0.0,0.0,0
0.36935118,0.42784002,0.48695052,0.47900993,0.6929954,0.9399544,0.0,0.0,2
0.4001373,0.4186195,0.4683916,0.4764529,0.68839455,0.939466,0.0,0.0,1
0.37614036,0.44128582,0.46316123,0.47350016,0.6863816,0.9389072,0.0,0.0,3
0.3538717,0.41705006,0.4686507,0.4701747,0.68160146,0.9384219,0.0,0.0,2
0.38196194,0.41092473,0.45401898,0.46731505,0.676122,0.9376854,0.0,0.0,2
0.393151,0.40908855,0.4465504,0.4646413,0.67043287,0.9368216,0.0,0.0,1
0.3687635,0.44073442,0.43927875,0.461566,0.66835696,0.9358604,0.0,0.0,3
0.34592888,0.42086077,0.4438593,0.45810935,0.66401196,0.93496066,0.0,0.0,2
0.3739077,0.42873797,0.4435404,0.45511827,0.66056633,0.9340617,0.0,0.0,2
0.37695974,0.43329906,0.44393295,0.4521785,0.65764153,0.93317294,0.0,0.0,2
0.4084167,0.44408125,0.4461456,0.44976228,0.6559478,0.93233,0.0,0.0,3
0.38612664,0.41853386,0.45196176,0.4469732,0.65133715,0.9315647,0.0,0.0,2
0.4239745,0.42914248,0.4533101,0.44481403,0.6479377,0.9308305,0.0,0.0,1
0.39990467,0.45227295,0.4479831,0.44225737,0.6471793,0.93002486,0.0,0.0,3
0.3776686,0.42603838,0.45395523,0.4393288,0.64342546,0.92929906,0.0,0.0,2
0.41008437,0.4305578,0.45048794,0.43693906,0.6401876,0.92851853,0.0,0.0,1
0.38584936,0.45352328,0.44522765,0.43414918,0.63957196,0.9276675,0.0,0.0,3
0.3631208,0.4324122,0.450083,0.43097967,0.6365459,0.92688143,0.0,0.0,2
0.37477505,0.42289445,0.4360737,0.42800283,0.6324331,0.9258521,0.0,0.0,2
0.39080006,0.4213075,0.42928976,0.42529216,0.62813914,0.92470735,0.0,0.0,1
0.36666197,0.44664076,0.42345297,0.42218286,0.6267376,0.9234843,0.0,0.0,3
0.34376875,0.41449088,0.43093377,0.41869056,0.6216653,0.92236173,0.0,0.0,2
0.36921936,0.42173952,0.43184376,0.41562176,0.6174206,0.92126036,0.0,0.0,2
0.40274888,0.42361635,0.42669985,0.41311002,0.6133902,0.9200738,0.0,0.0,1
0.37834558,0.4473277,0.42128116,0.41019487,0.61206716,0.91881466,0.0,0.0,3
0.35576773,0.4165611,0.4283877,0.40690237,0.60723126,0.91765094,0.0,0.0,2
0.37501168,0.42357284,0.4302749,0.4039301,0.6031959,0.9165244,0.0,0.0,2
0.41216123,0.42024815,0.4202572,0.40157473,0.59878093,0.9152267,0.0,0.0,1
0.38783514,0.44815317,0.4138362,0.39881742,0.5975521,0.9138429,0.0,0.0,3
0.36525196,0.4224935,0.419748,0.39568314,0.59339356,0.9125383,0.0,0.0,2
0.38539022,0.41417596,0.40711012,0.3928828,0.5882853,0.9110143,0.0,0.0,2
0.41146943,0.40927312,0.39733303,0.39051542,0.5826173,0.9093219,0.0,0.0,1
0.38735133,0.43093133,0.39234442,0.387749,0.5794221,0.90756273,0.0,0.0,0
0.36395967,0.43093133,0.39234444,0.38459414,0.5762269,0.90580344,0.0,0.0,2
0.39679998,0.42169318,0.37816846,0.3819841,0.57197696,0.9037982,0.0,0.0,1
0.3730594,0.4503571,0.37149164,0.3789817,0.57099974,0.9017035,0.0,0.0,3
0.3498925,0.4216696,0.37818795,0.3755927,0.5667471,0.89969856,0.0,0.0,2
0.36137712,0.41787663,0.37150413,0.3723943,0.56206137,0.89757824,0.0,0.0,2
0.39634746,0.41117084,0.36016697,0.36977652,0.55661,0.8952615,0.0,0.0,1
0.37243173,0.4438532,0.3525676,0.36676332,0.5548902,0.89284295,0.0,0.0,3
0.3492306,0.4124217,0.35990718,0.36336318,0.54958165,0.89052284,0.0,0.0,2
0.37849626,0.4137055,0.35722798,0.36044928,0.5444197,0.8881588,0.0,0.0,2
0.38465148,0.41500372,0.35638982,0.35763785,0.53940594,0.8857816,0.0,0.0,2
0.38242787,0.41976956,0.35956687,0.35478973,0.53493637,0.88346165,0.0,0.0,2
0.40886647,0.4230465,0.35953438,0.35238096,0.5308409,0.88114375,0.0,0.0,1
0.385175,0.45504743,0.35207373,0.34958014,0.53039926,0.87872577,0.0,0.0,3
0.36188883,0.42769858,0.35846135,0.34639138,0.52683496,0.87639344,0.0,0.0,2
0.37554556,0.43870476,0.36691672,0.34342992,0.5245274,0.87421227,0.0,0.0,2
0.4098988,0.43094167,0.35614592,0.34103882,0.52133334,0.87184364,0.0,0.0,0
0.38650715,0.43094167,0.35614595,0.33825922,0.51813936,0.869475,0.0,0.0,2
0.38891983,0.4267595,0.3507616,0.33551964,0.51446784,0.86701244,0.0,0.0,1
0.3655151,0.44783467,0.3458366,0.33239207,0.51320267,0.8644837,0.0,0.0,3
0.3422057,0.42490965,0.35118955,0.32887655,0.5093199,0.8620268,0.0,0.0,2
0.37287438,0.42682272,0.35054028,0.32587057,0.50565565,0.8595605,0.0,0.0,2
0.38917094,0.42138267,0.3435654,0.32313517,0.50137025,0.8569724,0.0,0.0,1
0.36510253,0.45413008,0.33594877,0.32000095,0.50082386,0.85428214,0.0,0.0,3
0.34197122,0.43182805,0.34114623,0.31648198,0.4977311,0.8516617,0.0,0.0,2
0.37857878,0.42306983,0.3304224,0.3135708,0.4936383,0.8488537,0.0,0.0,2
0.39401785,0.42072523,0.32679778,0.31091613,0.4892778,0.84598285,0.0,0.0,1
0.37022096,0.4438228,0.321419,0.3078667,0.48755455,0.84303993,0.0,0.0,3
0.34715146,0.41447428,0.32826146,0.3044336,0.48248038,0.8401886,0.0,0.0,2
0.34750095,0.41118914,0.32444662,0.30100635,0.47703108,0.8372705,0.0,0.0,2
0.36575788,0.40956172,0.3218996,0.29788244,0.471396,0.8343084,0.0,0.0,2
0.36434963,0.40272886,0.3148852,0.2947352,0.46498075,0.83122253,0.0,0.0,2
0.39992958,0.39520216,0.3067445,0.29217902,0.45770612,0.82799363,0.0,0.0,1
0.37682414,0.41731465,0.3015782,0.2892394,0.45295626,0.82469547,0.0,0.0,2
0.38986444,0.41658166,0.3006299,0.2865165,0.44812268,0.8213808,0.0,0.0,2
0.4206093,0.42063403,0.3043578,0.28430432,0.44375178,0.8181321,0.0,0.0,1
0.39753565,0.44360045,0.29899585,0.281709,0.44200316,0.81481135,0.0,0.0,3
0.37431592,0.41179577,0.30642158,0.27872804,0.43662313,0.81159043,0.0,0.0,2
0.40503186,0.40463686,0.29978323,0.27625743,0.43042573,0.808252,0.0,0.0,1
0.38193578,0.43644965,0.29235914,0.2734031,0.42786062,0.80481386,0.0,0.0,2
0.39641428,0.43415183,0.290559,0.27078933,0.42503315,0.8013436,0.0,0.0,0
0.37302268,0.43415177,0.290559,0.26778704,0.4222057,0.7978734,0.0,0.0,2
0.37408733,0.42309257,0.28026667,0.26480263,0.4181155,0.79422104,0.0,0.0,2
0.38416326,0.4340692,0.2914384,0.26198545,0.4152786,0.7907656,0.0,0.0,2
0.39190102,0.4414682,0.29918313,0.25929675,0.41328654,0.7874464,0.0,0.0,0
0.3685096,0.4414682,0.29918313,0.25621957,0.41129443,0.7841271,0.0,0.0,2
0.40463132,0.446322,0.3052024,0.25374225,0.40985653,0.780913,0.0,0.0,0
0.3812399,0.44632196,0.30520236,0.25087643,0.40841863,0.777699,0.0,0.0,2
0.41831222,0.4538697,0.31396163,0.24862619,0.40784252,0.7746384,0.0,0.0,0
0.39492083,0.4538697,0.3139616,0.24598747,0.40726638,0.77157784,0.0,0.0,0
0.37152946,0.45386967,0.3139616,0.24296026,0.40669027,0.7685173,0.0,0.0,2
0.3902991,0.44776776,0.30916682,0.24024493,0.4054174,0.7653712,0.0,0.0,0
0.36690772,0.44776776,0.3091668,0.23714103,0.40414461,0.762225,0.0,0.0,2
0.38751912,0.44858122,0.311163,0.23437952,0.40296465,0.7591132,0.0,0.0,0
0.36412776,0.44858128,0.311163,0.23122942,0.4017847,0.75600135,0.0,0.0,2
0.3655867,0.45138013,0.31458628,0.2281036,0.40092432,0.75294936,0.0,0.0,2
0.3794782,0.45394215,0.31816673,0.22520837,0.40035647,0.7499597,0.0,0.0,2
0.4048283,0.4558653,0.32149217,0.22273418,0.4000082,0.7470274,0.0,0.0,0
0.38143694,0.4558653,0.3214922,0.2198715,0.39965993,0.7440953,0.0,0.0,2
0.39751834,0.45110953,0.3181196,0.21727604,0.39876863,0.7411025,0.0,0.0,0
0.37412697,0.45110944,0.3181196,0.21429199,0.39787734,0.7381098,0.0,0.0,2
0.39978284,0.44431615,0.3131376,0.21173431,0.3962104,0.73502785,0.0,0.0,0
0.3763914,0.44431618,0.31313762,0.20878807,0.39454347,0.7319458,0.0,0.0,2
0.39490932,0.4519518,0.32193506,0.20614924,0.3937484,0.729018,0.0,0.0,0
0.37151796,0.45195174,0.3219351,0.20312189,0.39295328,0.7260901,0.0,0.0,2
0.3793429,0.4442741,0.31563854,0.20022473,0.39128155,0.7230501,0.0,0.0,2
0.4052115,0.45197725,0.3248662,0.19775704,0.39048934,0.7201717,0.0,0.0,0
0.38182014,0.4519773,0.32486618,0.19490081,0.38969716,0.7172932,0.0,0.0,2
0.40233135,0.4534058,0.32789725,0.19238524,0.38906807,0.7144669,0.0,0.0,0
0.37894,0.45340577,0.32789725,0.18948117,0.38843894,0.7116406,0.0,0.0,2
0.38242742,0.46183708,0.33706248,0.18663478,0.38877255,0.70897526,0.0,0.0,2
0.41635013,0.45175523,0.32953882,0.18435207,0.38795498,0.7061752,0.0,0.0,0
0.39295873,0.4517553,0.32953882,0.18168087,0.38713744,0.70337516,0.0,0.0,2
0.42213875,0.45415288,0.33392572,0.17949426,0.38659367,0.70065093,0.0,0.0,0
0.39874738,0.45415288,0.33392566,0.17691918,0.38604987,0.69792676,0.0,0.0,0
0.37535602,0.45415285,0.33392566,0.17395556,0.38550603,0.6952026,0.0,0.0,2
0.38158983,0.44466466,0.3259802,0.17109577,0.38387892,0.69233704,0.0,0.0,2
0.40138048,0.43778735,0.32115218,0.16856492,0.38146654,0.68938476,0.0,0.0,2
0.40093756,0.44390044,0.32804424,0.1660265,0.37975216,0.6865534,0.0,0.0,2
0.43159842,0.44164187,0.3282796,0.16399746,0.3777799,0.68372405,0.0,0.0,0
0.4082069,0.44164187,0.3282796,0.16157988,0.37580764,0.6808948,0.0,0.0,0
0.38481545,0.44164187,0.3282796,0.15877382,0.37383538,0.67806554,0.0,0.0,2
0.40353334,0.43841973,0.32722658,0.15627876,0.37149525,0.67521596,0.0,0.0,2
0.42641726,0.44236016,0.33336142,0.15416372,0.369605,0.6724728,0.0,0.0,1
0.40338162,0.47022837,0.3268705,0.15166505,0.37089664,0.66964257,0.0,0.0,3
0.37981415,0.44264543,0.3333065,0.14877594,0.36903897,0.66689885,0.0,0.0,2
0.3909316,0.43825594,0.3308721,0.14607163,0.36668012,0.6641104,0.0,0.0,2
0.4101197,0.44077724,0.33559653,0.14368597,0.36460912,0.66140366,0.0,0.0,1
0.38715443,0.46871006,0.3290959,0.1409178,0.36572742,0.65860975,0.0,0.0,3
0.3634525,0.43592653,0.3367387,0.1377572,0.36310256,0.65591836,0.0,0.0,2
0.37757427,0.4436021,0.34625813,0.13483089,0.36135408,0.65339345,0.0,0.0,2
0.3774976,0.45199427,0.35569805,0.13190298,0.36056384,0.65103406,0.0,0.0,2
0.41322166,0.44668737,0.35401234,0.12956864,0.35916764,0.64864206,0.0,0.0,1
0.38969827,0.47326317,0.34778792,0.12684247,0.3608058,0.6461663,0.0,0.0,3
0.3656143,0.44063887,0.35536534,0.12371762,0.358719,0.64379233,0.0,0.0,2
0.39874613,0.45094863,0.36867303,0.12114266,0.35780933,0.64165056,0.0,0.0,2
0.4203919,0.45129886,0.37171558,0.118927255,0.35693967,0.6395603,0.0,0.0,1
0.39762187,0.47569582,0.36605796,0.11633261,0.3588556,0.63739413,0.0,0.0,0
0.3742304,0.47569582,0.36605796,0.113349445,0.36077148,0.63522804,0.0,0.0,2
0.38889235,0.4818196,0.3741729,0.11060957,0.36338663,0.63320327,0.0,0.0,3
0.36524186,0.4596151,0.37934592,0.10747783,0.36346647,0.6312481,0.0,0.0,2
0.37426284,0.46128657,0.3827761,0.104495816,0.3637372,0.629352,0.0,0.0,2
0.37764376,0.45042533,0.3737931,0.10157035,0.3627678,0.62729585,0.0,0.0,2
0.39209113,0.4562952,0.3815971,0.098884664,0.36246863,0.62537587,0.0,0.0,2
0.41437393,0.45237648,0.38040933,0.096569255,0.361722,0.6234327,0.0,0.0,1
0.3915047,0.4789766,0.37422773,0.09387292,0.3640125,0.6214067,0.0,0.0,3
0.36823523,0.44898528,0.38124833,0.09079124,0.3628787,0.619475,0.0,0.0,2
0.3994249,0.44362473,0.37915978,0.08822787,0.36113283,0.6175038,0.0,0.0,2
0.40299374,0.43691084,0.3742376,0.08572405,0.35862038,0.6154444,0.0,0.0,2
0.41764,0.43719184,0.37677148,0.08346353,0.35614002,0.6134281,0.0,0.0,1
0.39425015,0.4598631,0.37146953,0.08081355,0.3562482,0.6113404,0.0,0.0,2
0.42692435,0.45576483,0.3709428,0.07870641,0.35588843,0.6092406,0.0,0.0,0
0.40353298,0.45576483,0.37094283,0.076210804,0.35552868,0.60714084,0.0,0.0,2
0.4304464,0.44789878,0.36645237,0.07416249,0.35427082,0.6049592,0.0,0.0,1
0.40715253,0.47122595,0.36100423,0.071726345,0.35567635,0.6027044,0.0,0.0,3
0.38341945,0.43956897,0.3683812,0.06889736,0.3534674,0.6005486,0.0,0.0,2
0.39882162,0.43749124,0.36882406,0.06632431,0.35102123,0.5983987,0.0,0.0,2
0.4086734,0.43149585,0.36519158,0.06391516,0.3478905,0.5961828,0.0,0.0,2
0.43253472,0.42624858,0.3632927,0.061902657,0.34416068,0.5939307,0.0,0.0,1
0.40991008,0.4556946,0.35647058,0.059512958,0.3437929,0.59158736,0.0,0.0,2
0.43429083,0.4572306,0.36129323,0.05752815,0.3436005,0.5893262,0.0,0.0,0
0.41089946,0.4572306,0.36129326,0.055154853,0.34340814,0.58706516,0.0,0.0,2
0.41530937,0.44941103,0.35569352,0.05285515,0.34232295,0.58470356,0.0,0.0,2
0.41786146,0.43995094,0.34839875,0.05059833,0.34015763,0.5822116,0.0,0.0,2
0.4371161,0.43249086,0.34428436,0.048661686,0.3371405,0.57964456,0.0,0.0,1
0.41452038,0.4652128,0.3367008,0.046348087,0.3378595,0.5769758,0.0,0.0,3
0.39061,0.4391604,0.34274957,0.043638684,0.33560395,0.57438815,0.0,0.0,2
0.39664525,0.4359473,0.3418725,0.041029785,0.33298147,0.5717833,0.0,0.0,2
0.40304726,0.4310788,0.3394784,0.038527504,0.32980317,0.5691341,0.0,0.0,2
0.4379489,0.42924225,0.34235293,0.03660503,0.32641512,0.56653196,0.0,0.0,1
0.41487506,0.45416784,0.33654886,0.034297917,0.32587308,0.5638519,0.0,0.0,0
0.3914837,0.45416775,0.33654886,0.031602316,0.32533094,0.56117177,0.0,0.0,2
0.39179462,0.456004,0.34028873,0.028911762,0.3249985,0.55855614,0.0,0.0,2
0.41830277,0.4626228,0.3508337,0.026661105,0.32542178,0.5561234,0.0,0.0,3
0.39462453,0.44110382,0.35584325,0.02401844,0.3233881,0.55375767,0.0,0.0,2
0.3953072,0.43715495,0.3540554,0.021387355,0.32090354,0.55135894,0.0,0.0,2
0.4301287,0.4365577,0.35848552,0.019334693,0.31835073,0.5490342,0.0,0.0,1
0.40759975,0.46353766,0.3522606,0.016906189,0.31887847,0.54662603,0.0,0.0,2
0.459008,0.7258813,0.3584059,0.015317737,0.3493511,0.54452896,0.0,1.0,3
0.44162613,0.7716994,0.36451867,0.013442992,0.38505715,0.5425718,0.0,1.0,3
0.42395926,0.81284285,0.37042248,0.011279661,0.42546254,0.54074717,0.0,1.0,3
0.40708482,0.8493525,0.37580022,0.008843353,0.47003794,0.53904265,1.0,1.0,3
0.42205173,0.6920301,0.38730088,0.006666938,0.49682543,0.53742653,1.0,1.0,3
0.44157547,0.6509682,0.39985633,0.004808982,0.51875365,0.535969,1.0,1.0,3
0.46154132,0.63014805,0.4128174,0.003283796,0.5383055,0.5347131,1.0,1.0,3
0.48092014,0.61725676,0.424259,0.0020814007,0.5563853,0.5336394,1.0,1.0,3
0.5004437,0.60200995,0.43620896,0.0012037391,0.572724,0.53275466,1.0,1.0,3
0.51949716,0.58662015,0.44829062,0.0006425921,0.5873055,0.53206104,0.0,1.0,3
0.53892136,0.57241434,0.46015143,0.00040386338,0.60026485,0.5315558,0.0,1.0,3
0.55751616,0.5487813,0.4714401,0.0004727794,0.61052597,0.53122157,0.0,1.0,3
0.5741166,0.5046364,0.48255813,0.00081407186,0.61574584,0.5310395,0.0,1.0,3
