angle,angular_vel,action
1.967404040404042,-10.0,[2]
2.094333333333334,-10.0,[2]
2.221262626262628,-10.0,[2]
2.34819191919192,-10.0,[2]
2.4751212121212136,-10.0,[2]
2.6020505050505056,-10.0,[2]
2.7289797979797994,-10.0,[2]
2.8559090909090914,-10.0,[2]
2.982838383838385,-10.0,[2]
3.109767676767677,-10.0,[2]
3.236696969696971,-10.0,[2]
3.363626262626263,-10.0,[2]
3.4905555555555567,-10.0,[2]
3.6174848484848487,-10.0,[2]
3.7444141414141425,-10.0,[2]
3.8713434343434345,-10.0,[2]
3.9982727272727283,-10.0,[2]
4.125202020202022,-10.0,[2]
4.252131313131314,-10.0,[2]
4.379060606060608,-10.0,[2]
4.5059898989899,-10.0,[2]
4.632919191919194,-10.0,[2]
4.759848484848486,-10.0,[2]
4.886777777777779,-10.0,[2]
5.0137070707070714,-10.0,[2]
5.140636363636365,-10.0,[2]
5.267565656565657,-10.0,[2]
5.394494949494951,-10.0,[2]
5.521424242424243,-10.0,[2]
5.648353535353537,-10.0,[2]
5.775282828282829,-10.0,[2]
5.902212121212123,-10.0,[2]
6.029141414141416,-10.0,[2]
6.156070707070708,-10.0,[2]
6.283,-10.0,[2]
-6.283,-9.797979797979798,[1]
-6.1560707070707075,-9.797979797979798,[1]
-6.029141414141415,-9.797979797979798,[1]
-5.902212121212122,-9.797979797979798,[1]
-5.775282828282829,-9.797979797979798,[1]
-5.648353535353536,-9.797979797979798,[1]
-5.521424242424243,-9.797979797979798,[1]
-5.39449494949495,-9.797979797979798,[1]
-5.267565656565656,-9.797979797979798,[1]
-5.140636363636364,-9.797979797979798,[1]
-5.013707070707071,-9.797979797979798,[1]
-4.886777777777778,-9.797979797979798,[1]
-4.759848484848485,-9.797979797979798,[1]
-4.632919191919192,-9.797979797979798,[1]
-4.505989898989899,-9.797979797979798,[1]
-4.379060606060606,-9.797979797979798,[1]
-4.252131313131313,-9.797979797979798,[1]
-4.12520202020202,-9.797979797979798,[1]
-3.9982727272727274,-9.797979797979798,[1]
-3.8713434343434345,-9.797979797979798,[1]
-3.7444141414141416,-9.797979797979798,[1]
-3.6174848484848483,-9.797979797979798,[1]
-3.4905555555555554,-9.797979797979798,[1]
-3.3636262626262625,-9.797979797979798,[1]
-3.2366969696969696,-9.797979797979798,[1]
-3.1097676767676767,-9.797979797979798,[1]
-2.982838383838384,-9.797979797979798,[1]
-2.855909090909091,-9.797979797979798,[1]
-2.7289797979797976,-9.797979797979798,[1]
-2.6020505050505047,-9.797979797979798,[1]
-2.475121212121212,-9.797979797979798,[1]
-2.348191919191919,-9.797979797979798,[1]
-2.221262626262626,-9.797979797979798,[1]
-2.094333333333333,-9.797979797979798,[1]
-1.9674040404040403,-9.797979797979798,[1]
-1.8404747474747474,-9.797979797979798,[1]
-1.7135454545454545,-9.797979797979798,[1]
-1.5866161616161616,-9.797979797979798,[1]
-1.4596868686868687,-9.797979797979798,[1]
-1.3327575757575758,-9.797979797979798,[1]
-1.205828282828283,-9.797979797979798,[1]
-1.0788989898989891,-9.797979797979798,[1]
-0.9519696969696962,-9.797979797979798,[1]
-0.8250404040404034,-9.797979797979798,[1]
-0.6981111111111105,-9.797979797979798,[1]
-0.5711818181818176,-9.797979797979798,[1]
-0.4442525252525247,-9.797979797979798,[1]
-0.3173232323232318,-9.797979797979798,[1]
-0.1903939393939389,-9.797979797979798,[1]
-0.063464646464646,-9.797979797979798,[1]
0.06346464646464689,-9.797979797979798,[1]
0.19039393939393978,-9.797979797979798,[1]
0.3173232323232327,-9.797979797979798,[1]
0.44425252525252557,-9.797979797979798,[1]
0.5711818181818185,-9.797979797979798,[1]
0.6981111111111113,-9.797979797979798,[2]
0.8250404040404051,-9.797979797979798,[2]
0.951969696969698,-9.797979797979798,[2]
1.078898989898991,-9.797979797979798,[2]
1.2058282828282838,-9.797979797979798,[2]
1.3327575757575767,-9.797979797979798,[2]
1.4596868686868696,-9.797979797979798,[2]
1.5866161616161625,-9.797979797979798,[2]
1.7135454545454554,-9.797979797979798,[2]
1.8404747474747483,-9.797979797979798,[2]
1.967404040404042,-9.797979797979798,[2]
2.094333333333334,-9.797979797979798,[2]
2.221262626262628,-9.797979797979798,[2]
2.34819191919192,-9.797979797979798,[2]
2.4751212121212136,-9.797979797979798,[2]
2.6020505050505056,-9.797979797979798,[2]
2.7289797979797994,-9.797979797979798,[2]
2.8559090909090914,-9.797979797979798,[2]
2.982838383838385,-9.797979797979798,[2]
3.109767676767677,-9.797979797979798,[2]
3.236696969696971,-9.797979797979798,[2]
3.363626262626263,-9.797979797979798,[2]
3.4905555555555567,-9.797979797979798,[2]
3.6174848484848487,-9.797979797979798,[2]
3.7444141414141425,-9.797979797979798,[2]
3.8713434343434345,-9.797979797979798,[2]
3.9982727272727283,-9.797979797979798,[2]
4.125202020202022,-9.797979797979798,[2]
4.252131313131314,-9.797979797979798,[2]
4.379060606060608,-9.797979797979798,[2]
4.5059898989899,-9.797979797979798,[2]
4.632919191919194,-9.797979797979798,[2]
4.759848484848486,-9.797979797979798,[2]
4.886777777777779,-9.797979797979798,[2]
5.0137070707070714,-9.797979797979798,[2]
5.140636363636365,-9.797979797979798,[2]
5.267565656565657,-9.797979797979798,[2]
5.394494949494951,-9.797979797979798,[2]
5.521424242424243,-9.797979797979798,[2]
5.648353535353537,-9.797979797979798,[2]
5.775282828282829,-9.797979797979798,[2]
5.902212121212123,-9.797979797979798,[2]
6.029141414141416,-9.797979797979798,[2]
6.156070707070708,-9.797979797979798,[2]
6.283,-9.797979797979798,[2]
-6.283,-9.595959595959595,[1]
-6.1560707070707075,-9.595959595959595,[1]
-6.029141414141415,-9.595959595959595,[1]
-5.902212121212122,-9.595959595959595,[1]
-5.775282828282829,-9.595959595959595,[1]
-5.648353535353536,-9.595959595959595,[1]
-5.521424242424243,-9.595959595959595,[1]
-5.39449494949495,-9.595959595959595,[1]
-5.267565656565656,-9.595959595959595,[1]
-5.140636363636364,-9.595959595959595,[1]
-5.013707070707071,-9.595959595959595,[1]
-4.886777777777778,-9.595959595959595,[1]
-4.759848484848485,-9.595959595959595,[1]
-4.632919191919192,-9.595959595959595,[1]
-4.505989898989899,-9.595959595959595,[1]
-4.379060606060606,-9.595959595959595,[1]
-4.252131313131313,-9.595959595959595,[1]
-4.12520202020202,-9.595959595959595,[1]
-3.9982727272727274,-9.595959595959595,[1]
-3.8713434343434345,-9.595959595959595,[1]
-3.7444141414141416,-9.595959595959595,[1]
-3.6174848484848483,-9.595959595959595,[1]
-3.4905555555555554,-9.595959595959595,[1]
-3.3636262626262625,-9.595959595959595,[1]
-3.2366969696969696,-9.595959595959595,[1]
-3.1097676767676767,-9.595959595959595,[1]
-2.982838383838384,-9.595959595959595,[1]
-2.855909090909091,-9.595959595959595,[1]
-2.7289797979797976,-9.595959595959595,[1]
-2.6020505050505047,-9.595959595959595,[1]
-2.475121212121212,-9.595959595959595,[1]
-2.348191919191919,-9.595959595959595,[1]
-2.221262626262626,-9.595959595959595,[1]
-2.094333333333333,-9.595959595959595,[1]
-1.9674040404040403,-9.595959595959595,[1]
-1.8404747474747474,-9.595959595959595,[1]
-1.7135454545454545,-9.595959595959595,[1]
-1.5866161616161616,-9.595959595959595,[1]
-1.4596868686868687,-9.595959595959595,[1]
-1.3327575757575758,-9.595959595959595,[1]
-1.205828282828283,-9.595959595959595,[1]
-1.0788989898989891,-9.595959595959595,[1]
-0.9519696969696962,-9.595959595959595,[1]
-0.8250404040404034,-9.595959595959595,[1]
-0.6981111111111105,-9.595959595959595,[1]
-0.5711818181818176,-9.595959595959595,[1]
-0.4442525252525247,-9.595959595959595,[1]
-0.3173232323232318,-9.595959595959595,[1]
-0.1903939393939389,-9.595959595959595,[1]
-0.063464646464646,-9.595959595959595,[1]
0.06346464646464689,-9.595959595959595,[1]
0.19039393939393978,-9.595959595959595,[1]
0.3173232323232327,-9.595959595959595,[1]
0.44425252525252557,-9.595959595959595,[1]
0.5711818181818185,-9.595959595959595,[2]
0.6981111111111113,-9.595959595959595,[2]
0.8250404040404051,-9.595959595959595,[2]
0.951969696969698,-9.595959595959595,[2]
1.078898989898991,-9.595959595959595,[2]
1.2058282828282838,-9.595959595959595,[2]
1.3327575757575767,-9.595959595959595,[2]
1.4596868686868696,-9.595959595959595,[2]
1.5866161616161625,-9.595959595959595,[2]
1.7135454545454554,-9.595959595959595,[2]
1.8404747474747483,-9.595959595959595,[2]
1.967404040404042,-9.595959595959595,[2]
2.094333333333334,-9.595959595959595,[2]
2.221262626262628,-9.595959595959595,[2]
2.34819191919192,-9.595959595959595,[2]
2.4751212121212136,-9.595959595959595,[2]
2.6020505050505056,-9.595959595959595,[2]
2.7289797979797994,-9.595959595959595,[2]
2.8559090909090914,-9.595959595959595,[2]
2.982838383838385,-9.595959595959595,[2]
3.109767676767677,-9.595959595959595,[2]
3.236696969696971,-9.595959595959595,[2]
3.363626262626263,-9.595959595959595,[2]
3.4905555555555567,-9.595959595959595,[2]
3.6174848484848487,-9.595959595959595,[2]
3.7444141414141425,-9.595959595959595,[2]
3.8713434343434345,-9.595959595959595,[2]
3.9982727272727283,-9.595959595959595,[2]
4.125202020202022,-9.595959595959595,[2]
4.252131313131314,-9.595959595959595,[2]
4.379060606060608,-9.595959595959595,[2]
4.5059898989899,-9.595959595959595,[2]
4.632919191919194,-9.595959595959595,[2]
4.759848484848486,-9.595959595959595,[2]
4.886777777777779,-9.595959595959595,[2]
5.0137070707070714,-9.595959595959595,[2]
5.140636363636365,-9.595959595959595,[2]
5.267565656565657,-9.595959595959595,[2]
5.394494949494951,-9.595959595959595,[2]
5.521424242424243,-9.595959595959595,[2]
5.648353535353537,-9.595959595959595,[2]
5.775282828282829,-9.595959595959595,[2]
5.902212121212123,-9.595959595959595,[2]
6.029141414141416,-9.595959595959595,[2]
6.156070707070708,-9.595959595959595,[2]
6.283,-9.595959595959595,[2]
-6.283,-9.393939393939394,[1]
-6.1560707070707075,-9.393939393939394,[1]
-6.029141414141415,-9.393939393939394,[1]
-5.902212121212122,-9.393939393939394,[1]
-5.775282828282829,-9.393939393939394,[1]
-5.648353535353536,-9.393939393939394,[1]
-5.521424242424243,-9.393939393939394,[1]
-5.39449494949495,-9.393939393939394,[1]
-5.267565656565656,-9.393939393939394,[1]
-5.140636363636364,-9.393939393939394,[1]
-5.013707070707071,-9.393939393939394,[1]
-4.886777777777778,-9.393939393939394,[1]
-4.759848484848485,-9.393939393939394,[1]
-4.632919191919192,-9.393939393939394,[1]
-4.505989898989899,-9.393939393939394,[1]
-4.379060606060606,-9.393939393939394,[1]
-4.252131313131313,-9.393939393939394,[1]
-4.12520202020202,-9.393939393939394,[1]
-3.9982727272727274,-9.393939393939394,[1]
-3.8713434343434345,-9.393939393939394,[1]
-3.7444141414141416,-9.393939393939394,[1]
-3.6174848484848483,-9.393939393939394,[1]
-3.4905555555555554,-9.393939393939394,[1]
-3.3636262626262625,-9.393939393939394,[1]
-3.2366969696969696,-9.393939393939394,[1]
-3.1097676767676767,-9.393939393939394,[1]
-2.982838383838384,-9.393939393939394,[1]
-2.855909090909091,-9.393939393939394,[1]
-2.7289797979797976,-9.393939393939394,[1]
-2.6020505050505047,-9.393939393939394,[1]
-2.475121212121212,-9.393939393939394,[1]
-2.348191919191919,-9.393939393939394,[1]
-2.221262626262626,-9.393939393939394,[1]
-2.094333333333333,-9.393939393939394,[1]
-1.9674040404040403,-9.393939393939394,[1]
-1.8404747474747474,-9.393939393939394,[1]
-1.7135454545454545,-9.393939393939394,[1]
-1.5866161616161616,-9.393939393939394,[1]
-1.4596868686868687,-9.393939393939394,[1]
-1.3327575757575758,-9.393939393939394,[1]
-1.205828282828283,-9.393939393939394,[1]
-1.0788989898989891,-9.393939393939394,[1]
-0.9519696969696962,-9.393939393939394,[1]
-0.8250404040404034,-9.393939393939394,[1]
-0.6981111111111105,-9.393939393939394,[1]
-0.5711818181818176,-9.393939393939394,[1]
-0.4442525252525247,-9.393939393939394,[1]
-0.3173232323232318,-9.393939393939394,[1]
-0.1903939393939389,-9.393939393939394,[1]
-0.063464646464646,-9.393939393939394,[1]
0.06346464646464689,-9.393939393939394,[1]
0.19039393939393978,-9.393939393939394,[1]
0.3173232323232327,-9.393939393939394,[1]
0.44425252525252557,-9.393939393939394,[1]
0.5711818181818185,-9.393939393939394,[2]
0.6981111111111113,-9.393939393939394,[2]
0.8250404040404051,-9.393939393939394,[2]
0.951969696969698,-9.393939393939394,[2]
1.078898989898991,-9.393939393939394,[2]
1.2058282828282838,-9.393939393939394,[2]
1.3327575757575767,-9.393939393939394,[2]
1.4596868686868696,-9.393939393939394,[2]
1.5866161616161625,-9.393939393939394,[2]
1.7135454545454554,-9.393939393939394,[2]
1.8404747474747483,-9.393939393939394,[2]
1.967404040404042,-9.393939393939394,[2]
2.094333333333334,-9.393939393939394,[2]
2.221262626262628,-9.393939393939394,[2]
2.34819191919192,-9.393939393939394,[2]
2.4751212121212136,-9.393939393939394,[2]
2.6020505050505056,-9.393939393939394,[2]
2.7289797979797994,-9.393939393939394,[2]
2.8559090909090914,-9.393939393939394,[2]
2.982838383838385,-9.393939393939394,[2]
3.109767676767677,-9.393939393939394,[2]
3.236696969696971,-9.393939393939394,[2]
3.363626262626263,-9.393939393939394,[2]
3.4905555555555567,-9.393939393939394,[2]
3.6174848484848487,-9.393939393939394,[2]
3.7444141414141425,-9.393939393939394,[2]
3.8713434343434345,-9.393939393939394,[2]
3.9982727272727283,-9.393939393939394,[2]
4.125202020202022,-9.393939393939394,[2]
4.252131313131314,-9.393939393939394,[2]
4.379060606060608,-9.393939393939394,[2]
4.5059898989899,-9.393939393939394,[2]
4.632919191919194,-9.393939393939394,[2]
4.759848484848486,-9.393939393939394,[2]
4.886777777777779,-9.393939393939394,[2]
5.0137070707070714,-9.393939393939394,[2]
5.140636363636365,-9.393939393939394,[2]
5.267565656565657,-9.393939393939394,[2]
5.394494949494951,-9.393939393939394,[2]
5.521424242424243,-9.393939393939394,[2]
5.648353535353537,-9.393939393939394,[2]
5.775282828282829,-9.393939393939394,[2]
5.902212121212123,-9.393939393939394,[2]
6.029141414141416,-9.393939393939394,[2]
6.156070707070708,-9.393939393939394,[2]
6.283,-9.393939393939394,[2]
-6.283,-9.191919191919192,[1]
-6.1560707070707075,-9.191919191919192,[1]
-6.029141414141415,-9.191919191919192,[1]
-5.902212121212122,-9.191919191919192,[1]
-5.775282828282829,-9.191919191919192,[1]
-5.648353535353536,-9.191919191919192,[1]
-5.521424242424243,-9.191919191919192,[1]
-5.39449494949495,-9.191919191919192,[1]
-5.267565656565656,-9.191919191919192,[1]
-5.140636363636364,-9.191919191919192,[1]
-5.013707070707071,-9.191919191919192,[1]
-4.886777777777778,-9.191919191919192,[1]
-4.759848484848485,-9.191919191919192,[1]
-4.632919191919192,-9.191919191919192,[1]
-4.505989898989899,-9.191919191919192,[1]
-4.379060606060606,-9.191919191919192,[1]
-4.252131313131313,-9.191919191919192,[1]
-4.12520202020202,-9.191919191919192,[1]
-3.9982727272727274,-9.191919191919192,[1]
-3.8713434343434345,-9.191919191919192,[1]
-3.7444141414141416,-9.191919191919192,[1]
-3.6174848484848483,-9.191919191919192,[1]
-3.4905555555555554,-9.191919191919192,[1]
-3.3636262626262625,-9.191919191919192,[1]
-3.2366969696969696,-9.191919191919192,[1]
-3.1097676767676767,-9.191919191919192,[1]
-2.982838383838384,-9.191919191919192,[1]
-2.855909090909091,-9.191919191919192,[1]
-2.7289797979797976,-9.191919191919192,[1]
-2.6020505050505047,-9.191919191919192,[1]
-2.475121212121212,-9.191919191919192,[1]
-2.348191919191919,-9.191919191919192,[1]
-2.221262626262626,-9.191919191919192,[1]
-2.094333333333333,-9.191919191919192,[1]
-1.9674040404040403,-9.191919191919192,[1]
-1.8404747474747474,-9.191919191919192,[1]
-1.7135454545454545,-9.191919191919192,[1]
-1.5866161616161616,-9.191919191919192,[1]
-1.4596868686868687,-9.191919191919192,[1]
-1.3327575757575758,-9.191919191919192,[1]
-1.205828282828283,-9.191919191919192,[1]
-1.0788989898989891,-9.191919191919192,[1]
-0.9519696969696962,-9.191919191919192,[1]
-0.8250404040404034,-9.191919191919192,[1]
-0.6981111111111105,-9.191919191919192,[1]
-0.5711818181818176,-9.191919191919192,[1]
-0.4442525252525247,-9.191919191919192,[1]
-0.3173232323232318,-9.191919191919192,[1]
-0.1903939393939389,-9.191919191919192,[1]
-0.063464646464646,-9.191919191919192,[1]
0.06346464646464689,-9.191919191919192,[1]
0.19039393939393978,-9.191919191919192,[1]
0.3173232323232327,-9.191919191919192,[1]
0.44425252525252557,-9.191919191919192,[1]
0.5711818181818185,-9.191919191919192,[2]
0.6981111111111113,-9.191919191919192,[2]
0.8250404040404051,-9.191919191919192,[2]
0.951969696969698,-9.191919191919192,[2]
1.078898989898991,-9.191919191919192,[2]
1.2058282828282838,-9.191919191919192,[2]
1.3327575757575767,-9.191919191919192,[2]
1.4596868686868696,-9.191919191919192,[2]
1.5866161616161625,-9.191919191919192,[2]
1.7135454545454554,-9.191919191919192,[2]
1.8404747474747483,-9.191919191919192,[2]
1.967404040404042,-9.191919191919192,[2]
2.094333333333334,-9.191919191919192,[2]
2.221262626262628,-9.191919191919192,[2]
2.34819191919192,-9.191919191919192,[2]
2.4751212121212136,-9.191919191919192,[2]
2.6020505050505056,-9.191919191919192,[2]
2.7289797979797994,-9.191919191919192,[2]
2.8559090909090914,-9.191919191919192,[2]
2.982838383838385,-9.191919191919192,[2]
3.109767676767677,-9.191919191919192,[2]
3.236696969696971,-9.191919191919192,[2]
3.363626262626263,-9.191919191919192,[2]
3.4905555555555567,-9.191919191919192,[2]
3.6174848484848487,-9.191919191919192,[2]
3.7444141414141425,-9.191919191919192,[2]
3.8713434343434345,-9.191919191919192,[2]
3.9982727272727283,-9.191919191919192,[2]
4.125202020202022,-9.191919191919192,[2]
4.252131313131314,-9.191919191919192,[2]
4.379060606060608,-9.191919191919192,[2]
4.5059898989899,-9.191919191919192,[2]
4.632919191919194,-9.191919191919192,[2]
4.759848484848486,-9.191919191919192,[2]
4.886777777777779,-9.191919191919192,[2]
5.0137070707070714,-9.191919191919192,[2]
5.140636363636365,-9.191919191919192,[2]
5.267565656565657,-9.191919191919192,[2]
5.394494949494951,-9.191919191919192,[2]
5.521424242424243,-9.191919191919192,[2]
5.648353535353537,-9.191919191919192,[2]
5.775282828282829,-9.191919191919192,[2]
5.902212121212123,-9.191919191919192,[2]
6.029141414141416,-9.191919191919192,[2]
6.156070707070708,-9.191919191919192,[2]
6.283,-9.191919191919192,[2]
-6.283,-8.98989898989899,[1]
-6.1560707070707075,-8.98989898989899,[1]
-6.029141414141415,-8.98989898989899,[1]
-5.902212121212122,-8.98989898989899,[1]
-5.775282828282829,-8.98989898989899,[1]
-5.648353535353536,-8.98989898989899,[1]
-5.521424242424243,-8.98989898989899,[1]
-5.39449494949495,-8.98989898989899,[1]
-5.267565656565656,-8.98989898989899,[1]
-5.140636363636364,-8.98989898989899,[1]
-5.013707070707071,-8.98989898989899,[1]
-4.886777777777778,-8.98989898989899,[1]
-4.759848484848485,-8.98989898989899,[1]
-4.632919191919192,-8.98989898989899,[1]
-4.505989898989899,-8.98989898989899,[1]
-4.379060606060606,-8.98989898989899,[1]
-4.252131313131313,-8.98989898989899,[1]
-4.12520202020202,-8.98989898989899,[1]
-3.9982727272727274,-8.98989898989899,[1]
-3.8713434343434345,-8.98989898989899,[1]
-3.7444141414141416,-8.98989898989899,[1]
-3.6174848484848483,-8.98989898989899,[1]
-3.4905555555555554,-8.98989898989899,[1]
-3.3636262626262625,-8.98989898989899,[1]
-3.2366969696969696,-8.98989898989899,[1]
-3.1097676767676767,-8.98989898989899,[1]
-2.982838383838384,-8.98989898989899,[1]
-2.855909090909091,-8.98989898989899,[1]
-2.7289797979797976,-8.98989898989899,[1]
-2.6020505050505047,-8.98989898989899,[1]
-2.475121212121212,-8.98989898989899,[1]
-2.348191919191919,-8.98989898989899,[1]
-2.221262626262626,-8.98989898989899,[1]
-2.094333333333333,-8.98989898989899,[1]
-1.9674040404040403,-8.98989898989899,[1]
-1.8404747474747474,-8.98989898989899,[1]
-1.7135454545454545,-8.98989898989899,[1]
-1.5866161616161616,-8.98989898989899,[1]
-1.4596868686868687,-8.98989898989899,[1]
-1.3327575757575758,-8.98989898989899,[1]
-1.205828282828283,-8.98989898989899,[1]
-1.0788989898989891,-8.98989898989899,[1]
-0.9519696969696962,-8.98989898989899,[1]
-0.8250404040404034,-8.98989898989899,[1]
-0.6981111111111105,-8.98989898989899,[1]
-0.5711818181818176,-8.98989898989899,[1]
-0.4442525252525247,-8.98989898989899,[1]
-0.3173232323232318,-8.98989898989899,[1]
-0.1903939393939389,-8.98989898989899,[1]
-0.063464646464646,-8.98989898989899,[1]
0.06346464646464689,-8.98989898989899,[1]
0.19039393939393978,-8.98989898989899,[1]
0.3173232323232327,-8.98989898989899,[1]
0.44425252525252557,-8.98989898989899,[1]
0.5711818181818185,-8.98989898989899,[2]
0.6981111111111113,-8.98989898989899,[2]
0.8250404040404051,-8.98989898989899,[2]
0.951969696969698,-8.98989898989899,[2]
1.078898989898991,-8.98989898989899,[2]
1.2058282828282838,-8.98989898989899,[2]
1.3327575757575767,-8.98989898989899,[2]
1.4596868686868696,-8.98989898989899,[2]
1.5866161616161625,-8.98989898989899,[2]
1.7135454545454554,-8.98989898989899,[2]
1.8404747474747483,-8.98989898989899,[2]
1.967404040404042,-8.98989898989899,[2]
2.094333333333334,-8.98989898989899,[2]
2.221262626262628,-8.98989898989899,[2]
2.34819191919192,-8.98989898989899,[2]
2.4751212121212136,-8.98989898989899,[2]
2.6020505050505056,-8.98989898989899,[2]
2.7289797979797994,-8.98989898989899,[2]
2.8559090909090914,-8.98989898989899,[2]
2.982838383838385,-8.98989898989899,[2]
3.109767676767677,-8.98989898989899,[2]
3.236696969696971,-8.98989898989899,[2]
3.363626262626263,-8.98989898989899,[2]
3.4905555555555567,-8.98989898989899,[2]
3.6174848484848487,-8.98989898989899,[2]
3.7444141414141425,-8.98989898989899,[2]
3.8713434343434345,-8.98989898989899,[2]
3.9982727272727283,-8.98989898989899,[2]
4.125202020202022,-8.98989898989899,[2]
4.252131313131314,-8.98989898989899,[2]
4.379060606060608,-8.98989898989899,[2]
4.5059898989899,-8.98989898989899,[2]
4.632919191919194,-8.98989898989899,[2]
4.759848484848486,-8.98989898989899,[2]
4.886777777777779,-8.98989898989899,[2]
5.0137070707070714,-8.98989898989899,[2]
5.140636363636365,-8.98989898989899,[2]
5.267565656565657,-8.98989898989899,[2]
5.394494949494951,-8.98989898989899,[2]
5.521424242424243,-8.98989898989899,[2]
5.648353535353537,-8.98989898989899,[2]
5.775282828282829,-8.98989898989899,[2]
5.902212121212123,-8.98989898989899,[2]
6.029141414141416,-8.98989898989899,[2]
6.156070707070708,-8.98989898989899,[2]
6.283,-8.98989898989899,[2]
-6.283,-8.787878787878787,[1]
-6.1560707070707075,-8.787878787878787,[1]
-6.029141414141415,-8.787878787878787,[1]
-5.902212121212122,-8.787878787878787,[1]
-5.775282828282829,-8.787878787878787,[1]
-5.648353535353536,-8.787878787878787,[1]
-5.521424242424243,-8.787878787878787,[1]
-5.39449494949495,-8.787878787878787,[1]
-5.267565656565656,-8.787878787878787,[1]
-5.140636363636364,-8.787878787878787,[1]
-5.013707070707071,-8.787878787878787,[1]
-4.886777777777778,-8.787878787878787,[1]
-4.759848484848485,-8.787878787878787,[1]
-4.632919191919192,-8.787878787878787,[1]
-4.505989898989899,-8.787878787878787,[1]
-4.379060606060606,-8.787878787878787,[1]
-4.252131313131313,-8.787878787878787,[1]
-4.12520202020202,-8.787878787878787,[1]
-3.9982727272727274,-8.787878787878787,[1]
-3.8713434343434345,-8.787878787878787,[1]
-3.7444141414141416,-8.787878787878787,[1]
-3.6174848484848483,-8.787878787878787,[1]
-3.4905555555555554,-8.787878787878787,[1]
-3.3636262626262625,-8.787878787878787,[1]
-3.2366969696969696,-8.787878787878787,[1]
-3.1097676767676767,-8.787878787878787,[1]
-2.982838383838384,-8.787878787878787,[1]
-2.855909090909091,-8.787878787878787,[1]
-2.7289797979797976,-8.787878787878787,[1]
-2.6020505050505047,-8.787878787878787,[1]
-2.475121212121212,-8.787878787878787,[1]
-2.348191919191919,-8.787878787878787,[1]
-2.221262626262626,-8.787878787878787,[1]
-2.094333333333333,-8.787878787878787,[1]
-1.9674040404040403,-8.787878787878787,[1]
-1.8404747474747474,-8.787878787878787,[1]
-1.7135454545454545,-8.787878787878787,[1]
-1.5866161616161616,-8.787878787878787,[1]
-1.4596868686868687,-8.787878787878787,[1]
-1.3327575757575758,-8.787878787878787,[1]
-1.205828282828283,-8.787878787878787,[1]
-1.0788989898989891,-8.787878787878787,[1]
-0.9519696969696962,-8.787878787878787,[1]
-0.8250404040404034,-8.787878787878787,[1]
-0.6981111111111105,-8.787878787878787,[1]
-0.5711818181818176,-8.787878787878787,[1]
-0.4442525252525247,-8.787878787878787,[1]
-0.3173232323232318,-8.787878787878787,[1]
-0.1903939393939389,-8.787878787878787,[1]
-0.063464646464646,-8.787878787878787,[1]
0.06346464646464689,-8.787878787878787,[1]
0.19039393939393978,-8.787878787878787,[1]
0.3173232323232327,-8.787878787878787,[1]
0.44425252525252557,-8.787878787878787,[1]
0.5711818181818185,-8.787878787878787,[2]
