x,y,v_x,v_y,angle,v_angle,right_leg,left_leg,action
0.5927769,0.82888854,0.61255145,0.39429912,0.6120256,0.41244408,0.0,0.0,0
0.59495634,0.8256599,0.61255145,0.37132215,0.6114339,0.412444,0.0,0.0,2
0.596947,0.82240885,0.6002277,0.3700688,0.60998255,0.4038044,0.0,0.0,2
0.5987238,0.8191794,0.58626115,0.3714208,0.60754824,0.39392635,0.0,0.0,2
0.60024446,0.8162598,0.56944066,0.38981396,0.6041448,0.3841877,0.0,0.0,1
0.6017008,0.8129443,0.56401,0.36622304,0.6031012,0.40790242,0.0,0.0,3
0.603225,0.8092583,0.56978273,0.3445149,0.5994914,0.38211355,0.0,0.0,2
0.604797,0.80581385,0.57256776,0.3587219,0.5968248,0.39159223,0.0,0.0,2
0.60614085,0.80272245,0.5575527,0.37964934,0.5933797,0.3837681,0.0,0.0,2
0.6075492,0.7996664,0.561509,0.38166344,0.59077036,0.3921679,0.0,0.0,1
0.6088962,0.79620427,0.5562855,0.35749608,0.5904843,0.41551572,0.0,0.0,3
0.6103064,0.7923576,0.56163067,0.33492917,0.5878922,0.39234018,0.0,0.0,2
0.61150634,0.7884843,0.547942,0.3334313,0.584249,0.38177863,0.0,0.0,2
0.61256707,0.785103,0.53861386,0.36251637,0.58049834,0.38069794,0.0,0.0,2
0.6136297,0.7820302,0.5384334,0.38070938,0.5773911,0.38716412,0.0,0.0,1
0.61461616,0.77855843,0.5319956,0.356916,0.57708967,0.41536096,0.0,0.0,3
0.61568105,0.77470386,0.5386163,0.3344935,0.5739262,0.38659862,0.0,0.0,2
0.6165397,0.77097434,0.5251505,0.34193838,0.56984615,0.3773879,0.0,0.0,2
0.6174829,0.7674216,0.53034973,0.35231522,0.5668093,0.38787147,0.0,0.0,2
0.61827654,0.76444095,0.5203581,0.38614535,0.56358945,0.38603225,0.0,0.0,1
0.6189929,0.7610604,0.51382285,0.36231238,0.5632195,0.41467214,0.0,0.0,3
0.61977243,0.75730187,0.5191755,0.34012648,0.5605085,0.391146,0.0,0.0,2
0.6205482,0.7539412,0.5186221,0.36360478,0.55840963,0.3972981,0.0,0.0,2
0.621232,0.75077444,0.51250273,0.37506765,0.5561687,0.39587003,0.0,0.0,2
0.62173474,0.7476135,0.5007191,0.37545782,0.55303806,0.3869289,0.0,0.0,2
0.62217396,0.7444749,0.4964734,0.37679756,0.5498036,0.38588578,0.0,0.0,2
0.6224512,0.7413366,0.4859238,0.37683684,0.54578906,0.37804627,0.0,0.0,2
0.62260514,0.73834544,0.4778113,0.38556862,0.541353,0.37380937,0.0,0.0,1
0.6226778,0.7349479,0.47091857,0.36136994,0.53994197,0.4042104,0.0,0.0,3
0.62282133,0.7311715,0.47691768,0.33910972,0.5359212,0.37798384,0.0,0.0,2
0.62299675,0.7274303,0.47882748,0.34116578,0.5324074,0.38307798,0.0,0.0,2
0.6230087,0.7238798,0.46814093,0.35246485,0.5281996,0.37610385,0.0,0.0,2
0.62295735,0.72035074,0.4639369,0.35373318,0.5238397,0.3745759,0.0,0.0,2
0.622939,0.7169503,0.46590784,0.36130297,0.52003044,0.38010883,0.0,0.0,2
0.62278324,0.7140591,0.45681137,0.39142442,0.51586246,0.37650466,0.0,0.0,1
0.6225743,0.71077156,0.4523226,0.36789468,0.51364666,0.39612186,0.0,0.0,2
0.62219805,0.707527,0.44143236,0.37047088,0.51056844,0.3874559,0.0,0.0,2
0.62176585,0.70490676,0.43756863,0.40736192,0.507701,0.38957345,0.0,0.0,0
0.62133366,0.70189786,0.4375687,0.38438457,0.50483346,0.38957348,0.0,0.0,0
0.62090147,0.6985002,0.43756872,0.36140728,0.501966,0.3895735,0.0,0.0,2
0.62036294,0.69537115,0.430573,0.37729022,0.4987409,0.38597977,0.0,0.0,2
0.6197058,0.692213,0.42286134,0.37559655,0.49491104,0.37990198,0.0,0.0,2
0.618959,0.68944776,0.4169125,0.3988191,0.49087423,0.3778223,0.0,0.0,1
0.6181288,0.6862825,0.40984923,0.3750559,0.48990136,0.4086133,0.0,0.0,3
0.61736995,0.68273246,0.4158809,0.35240644,0.48632732,0.38247305,0.0,0.0,2
0.61652887,0.679484,0.4104499,0.37023658,0.48252237,0.38015223,0.0,0.0,2
0.6157453,0.6767348,0.41396052,0.39971763,0.4794946,0.38796264,0.0,0.0,0
0.6149616,0.67359704,0.41396058,0.37674028,0.47646683,0.38796267,0.0,0.0,2
0.61401916,0.6706383,0.40363637,0.38735378,0.47261184,0.37964967,0.0,0.0,1
0.6130096,0.66728157,0.3979621,0.36373904,0.47121605,0.40436327,0.0,0.0,3
0.61208296,0.6635354,0.40497085,0.34081417,0.4668094,0.3741054,0.0,0.0,2
0.611224,0.66003644,0.4092052,0.35539764,0.46308875,0.3809996,0.0,0.0,2
0.6103637,0.65654856,0.40905687,0.35603648,0.45949948,0.38232005,0.0,0.0,2
0.6093787,0.6532755,0.4009421,0.36875957,0.45527655,0.37595215,0.0,0.0,2
0.60820633,0.65026176,0.38881606,0.38409585,0.45000395,0.36540338,0.0,0.0,1
0.606967,0.646862,0.38314393,0.36121482,0.44716635,0.38987362,0.0,0.0,2
0.60583556,0.64370286,0.39000773,0.37542713,0.445225,0.3988806,0.0,0.0,3
0.60478634,0.6401522,0.39694327,0.35233426,0.44030547,0.36895156,0.0,0.0,2
0.60356,0.6370747,0.38546944,0.38031137,0.43440938,0.3591376,0.0,0.0,1
0.602262,0.63360876,0.3794111,0.35729688,0.4311189,0.38532254,0.0,0.0,2
0.60087687,0.63028973,0.37376276,0.36598733,0.42735124,0.3805271,0.0,0.0,2
0.5993732,0.6272003,0.36608845,0.37955683,0.42290068,0.37366462,0.0,0.0,1
0.5977949,0.6237138,0.35977715,0.35605523,0.4211722,0.40102,0.0,0.0,2
0.59632146,0.6204182,0.36647323,0.36732557,0.4202335,0.40895656,0.0,0.0,3
0.5949228,0.61673576,0.372797,0.34448949,0.41657293,0.38160366,0.0,0.0,2
0.59346455,0.61344117,0.3689229,0.3674119,0.41261366,0.3786016,0.0,0.0,2
0.5919825,0.61050934,0.36735758,0.38884842,0.40857816,0.3778354,0.0,0.0,1
0.59042823,0.60718757,0.36125013,0.36577988,0.40717077,0.4042467,0.0,0.0,3
0.58895975,0.6034785,0.36849868,0.34290093,0.40264434,0.3729019,0.0,0.0,2
0.5875366,0.60031927,0.37138185,0.37539274,0.3984804,0.37654483,0.0,0.0,1
0.58604884,0.59677655,0.36593604,0.35271192,0.39665827,0.4000786,0.0,0.0,2
0.5845074,0.5931977,0.36247087,0.35057932,0.39448747,0.39657483,0.0,0.0,2
0.5828388,0.5900193,0.35428834,0.37424505,0.39148325,0.3881996,0.0,0.0,2
0.58114874,0.5868244,0.3529181,0.37327087,0.38833997,0.3868017,0.0,0.0,2
0.57959396,0.5837867,0.36160016,0.38255984,0.38609892,0.39586887,0.0,0.0,1
0.57797843,0.5803663,0.35647628,0.3599373,0.38606292,0.4180285,0.0,0.0,3
0.57643634,0.5765587,0.36267984,0.3370458,0.3833581,0.39120787,0.0,0.0,2
0.5748452,0.5733136,0.3595441,0.37028542,0.38029733,0.38763124,0.0,0.0,2
0.5733504,0.5701041,0.3657424,0.3724016,0.37786347,0.393931,0.0,0.0,2
0.5719217,0.5674363,0.37001193,0.40441132,0.3758209,0.3978636,0.0,0.0,1
0.57041085,0.5643838,0.36305714,0.38169074,0.37677196,0.42794764,0.0,0.0,3
0.5689667,0.5609344,0.3687116,0.35821426,0.37528753,0.40347233,0.0,0.0,2
0.5675838,0.55805737,0.37267357,0.39205158,0.37414813,0.40693986,0.0,0.0,1
0.56611824,0.5547927,0.36568278,0.36915332,0.37601677,0.4371688,0.0,0.0,3
0.5647286,0.55113965,0.37209976,0.3461827,0.37512475,0.40942588,0.0,0.0,2
0.5634912,0.54748833,0.38190153,0.34629017,0.3752268,0.41941544,0.0,0.0,2
0.56228566,0.54442716,0.383973,0.38117063,0.37547523,0.42088696,0.0,0.0,0
0.5610801,0.5409771,0.383973,0.3581937,0.3757237,0.42088696,0.0,0.0,2
0.5598112,0.5379075,0.37992373,0.38067567,0.37549716,0.41611385,0.0,0.0,0
0.55854225,0.5344493,0.37992373,0.35769874,0.37527066,0.41611382,0.0,0.0,2
0.5572953,0.5310503,0.38135087,0.3612057,0.37516123,0.41729042,0.0,0.0,2
0.5561213,0.52814865,0.3860629,0.3906004,0.37547985,0.42159218,0.0,0.0,0
0.55494726,0.5248582,0.3860629,0.36762345,0.3757985,0.42159218,0.0,0.0,2
0.5537218,0.5219699,0.38278666,0.39139244,0.37572157,0.41761726,0.0,0.0,0
0.5524964,0.5186929,0.38278666,0.3684155,0.37564468,0.41761726,0.0,0.0,2
0.5513394,0.5155068,0.3872058,0.37379014,0.3759955,0.42191544,0.0,0.0,2
0.5501803,0.51227313,0.38707435,0.37097853,0.37630966,0.4215473,0.0,0.0,2
0.5489865,0.50954044,0.38487315,0.40058494,0.37633592,0.41865396,0.0,0.0,0
0.54779273,0.50641894,0.38487315,0.377608,0.37636217,0.41865394,0.0,0.0,0
0.5465989,0.5029087,0.38487315,0.354631,0.37638846,0.41865394,0.0,0.0,2
0.54534554,0.49988323,0.38106963,0.3832823,0.3759611,0.41409525,0.0,0.0,0
0.5440922,0.49646905,0.38106963,0.36030534,0.3755337,0.41409525,0.0,0.0,2
0.54278845,0.4934594,0.37785965,0.38421223,0.37471652,0.41017768,0.0,0.0,0
0.5414847,0.49006107,0.37785965,0.36123523,0.37389934,0.41017768,0.0,0.0,2
0.5403301,0.48726502,0.38747522,0.39684457,0.3740077,0.41947934,0.0,0.0,0
0.5391755,0.48408034,0.38747525,0.37386763,0.3741161,0.41947937,0.0,0.0,2
0.5381299,0.48136353,0.39451098,0.40153322,0.37489244,0.42619178,0.0,0.0,3
0.53716445,0.47824952,0.4012823,0.37803912,0.3727523,0.3968829,0.0,0.0,2
0.5361625,0.475405,0.3989649,0.3939618,0.37031564,0.39390293,0.0,0.0,1
0.53507525,0.47217017,0.3917542,0.37091056,0.3709803,0.42506933,0.0,0.0,2
0.53389144,0.4692012,0.38557225,0.3866192,0.37093994,0.41798493,0.0,0.0,0
0.5327076,0.46584344,0.38557225,0.36364222,0.37089962,0.41798496,0.0,0.0,2
0.5313973,0.4627869,0.37747562,0.38144362,0.36995116,0.40885872,0.0,0.0,2
0.5299586,0.4600157,0.36925948,0.39830327,0.36808044,0.39959037,0.0,0.0,0
0.5285199,0.45685592,0.36925948,0.37532616,0.36620972,0.39959037,0.0,0.0,2
0.5272043,0.4538098,0.3771888,0.38204694,0.36510736,0.40731212,0.0,0.0,2
0.52589035,0.4512712,0.37735182,0.41205442,0.36391306,0.40638795,0.0,0.0,0
0.5245764,0.4483439,0.3773518,0.3890774,0.36271876,0.40638798,0.0,0.0,2
0.52336895,0.44582435,0.3842411,0.41318136,0.36213633,0.41253698,0.0,0.0,0
0.5221616,0.4429161,0.3842411,0.3902044,0.3615539,0.41253698,0.0,0.0,2
0.52086157,0.44033718,0.37833616,0.40966517,0.3602558,0.40534535,0.0,0.0,1
0.51949114,0.43737352,0.3723756,0.3869537,0.36152494,0.43114424,0.0,0.0,3
0.5181881,0.43402672,0.37808132,0.36427242,0.36034358,0.40651786,0.0,0.0,2
0.5167828,0.43113756,0.37156117,0.39131707,0.35835952,0.39845133,0.0,0.0,2
0.5155365,0.42848486,0.3818167,0.40531167,0.35734737,0.40821856,0.0,0.0,0
0.51429003,0.42544353,0.38181666,0.38233468,0.35633525,0.40821856,0.0,0.0,2
0.5131895,0.42260423,0.39122754,0.39428854,0.35620633,0.4170946,0.0,0.0,0
0.5120889,0.4193763,0.3912275,0.37131158,0.3560774,0.4170946,0.0,0.0,2
0.5111298,0.41645062,0.40036684,0.3891912,0.35678586,0.42551005,0.0,0.0,0
0.5101707,0.41313624,0.40036684,0.36621425,0.35749435,0.42551005,0.0,0.0,2
0.50924575,0.41030526,0.40262535,0.39479005,0.35829905,0.42647696,0.0,0.0,0
0.5083208,0.4070855,0.40262535,0.37181306,0.35910377,0.42647696,0.0,0.0,2
0.5074464,0.40432423,0.4059371,0.3989123,0.3601253,0.42865598,0.0,0.0,0
0.50657207,0.4011743,0.4059371,0.37593532,0.36114687,0.42865598,0.0,0.0,2
0.505819,0.39824092,0.41376722,0.3887428,0.3628991,0.4359992,0.0,0.0,3
0.5051501,0.39491424,0.4208828,0.36546272,0.36158705,0.40520483,0.0,0.0,2
0.50459164,0.3921713,0.42803845,0.39997965,0.3608856,0.41134083,0.0,0.0,1
0.50395715,0.38903457,0.42161497,0.37672752,0.36294353,0.4390711,0.0,0.0,2
0.503271,0.38594463,0.41832533,0.3794877,0.36460087,0.43504542,0.0,0.0,2
0.50257784,0.38288885,0.4178977,0.38150263,0.36616117,0.4340701,0.0,0.0,2
0.50175524,0.38034257,0.40962547,0.41161495,0.36675456,0.42435354,0.0,0.0,0
0.5009326,0.3774076,0.40962547,0.38863802,0.367348,0.42435354,0.0,0.0,2
0.50009227,0.3748662,0.40852845,0.4118992,0.36774066,0.4223362,0.0,0.0,0
0.49925196,0.37193605,0.40852845,0.38892227,0.3681333,0.42233616,0.0,0.0,2
0.4982898,0.36937326,0.4007333,0.41062945,0.36763275,0.4133595,0.0,0.0,0
0.49732763,0.3664218,0.4007333,0.38765246,0.36713216,0.4133595,0.0,0.0,2
0.49632946,0.36364228,0.39845088,0.3978175,0.3663311,0.41033998,0.0,0.0,2
0.49527752,0.36082444,0.3950093,0.39554358,0.3651308,0.4063278,0.0,0.0,2
0.4941742,0.35821703,0.3917479,0.40797964,0.36351773,0.4021797,0.0,0.0,0
0.493071,0.3552209,0.3917479,0.38500255,0.36190468,0.40217972,0.0,0.0,2
0.49203223,0.3527355,0.3959459,0.4151955,0.36060548,0.40533394,0.0,0.0,0
0.49099344,0.3498615,0.3959459,0.39221847,0.3593063,0.40533394,0.0,0.0,2
0.48990554,0.34746617,0.3928481,0.42051327,0.3575536,0.40077642,0.0,0.0,1
0.48873222,0.3446855,0.3856246,0.39776897,0.358911,0.43203133,0.0,0.0,3
0.4876186,0.3415142,0.39067438,0.37465417,0.3580946,0.41018558,0.0,0.0,2
0.48635852,0.33838344,0.3812951,0.37703598,0.35623333,0.39968523,0.0,0.0,2
0.48516613,0.3353946,0.3856814,0.3854289,0.3547412,0.40339497,0.0,0.0,2
0.48399374,0.33239245,0.38699415,0.38464665,0.35332075,0.40411592,0.0,0.0,2
0.48276716,0.32973492,0.3835709,0.40500394,0.35141128,0.3992008,0.0,0.0,2
0.48148012,0.32725263,0.37973833,0.41535717,0.3489952,0.39410993,0.0,0.0,1
0.4801218,0.32438126,0.37370884,0.39239448,0.34917217,0.42016816,0.0,0.0,3
0.47882417,0.3211263,0.3788433,0.36968648,0.347146,0.39802843,0.0,0.0,2
0.47765508,0.31837407,0.38718128,0.3994112,0.34580046,0.40486798,0.0,0.0,2
0.4763707,0.31561425,0.3798168,0.39895105,0.34360445,0.39632115,0.0,0.0,2
0.4751808,0.3133602,0.3859739,0.428854,0.34184515,0.4007103,0.0,0.0,1
0.4739285,0.31071642,0.38069957,0.40585124,0.34235287,0.4234925,0.0,0.0,3
0.47273594,0.30767554,0.3857509,0.38234207,0.34067777,0.40155634,0.0,0.0,2
0.47155404,0.3048474,0.38651088,0.39491498,0.3389354,0.4008802,0.0,0.0,2
0.47045538,0.3021129,0.39191124,0.4004587,0.33763397,0.40531144,0.0,0.0,2
0.46946508,0.29987442,0.39897364,0.429787,0.33683935,0.4104046,0.0,0.0,0
0.46847478,0.29724723,0.39897364,0.40681002,0.33604473,0.41040462,0.0,0.0,2
0.467503,0.29509118,0.40027153,0.4346549,0.33515605,0.40945932,0.0,0.0,1
0.46647042,0.292545,0.39512774,0.41164145,0.33647743,0.43166932,0.0,0.0,3
0.46549428,0.28960508,0.3999082,0.3883266,0.33573604,0.41093934,0.0,0.0,2
0.46466312,0.28705588,0.4093132,0.4114375,0.33576524,0.41868383,0.0,0.0,0
0.4638319,0.28411803,0.4093132,0.38846058,0.33579448,0.41868383,0.0,0.0,2
0.46297437,0.28122425,0.4076724,0.39106202,0.33553684,0.4158009,0.0,0.0,2
0.46215954,0.27879697,0.4105162,0.41863984,0.33534518,0.41646388,0.0,0.0,0
0.4613447,0.275981,0.41051623,0.3956629,0.3351535,0.4164639,0.0,0.0,2
0.46060646,0.27348328,0.41552496,0.41448087,0.33529192,0.41978097,0.0,0.0,0
0.45986813,0.27059683,0.41552496,0.3915039,0.33543032,0.41978097,0.0,0.0,2
0.4591347,0.26769352,0.41587698,0.39050746,0.33550507,0.4191415,0.0,0.0,2
0.45835865,0.26513937,0.41323394,0.4111352,0.33510584,0.41437748,0.0,0.0,2
0.45766714,0.26273823,0.41873014,0.42018706,0.33513206,0.41865396,0.0,0.0,0
0.45697564,0.25994837,0.41873014,0.39721012,0.33515832,0.41865396,0.0,0.0,2
0.45615378,0.25717497,0.4104038,0.39816612,0.3342074,0.40883392,0.0,0.0,2
0.45544523,0.25443357,0.4177418,0.40007055,0.33390477,0.415349,0.0,0.0,2
0.45478517,0.25208068,0.42094803,0.42303586,0.33372056,0.4165387,0.0,0.0,1
0.45405123,0.24934787,0.41469407,0.40063214,0.33623844,0.44369364,0.0,0.0,3
0.45337835,0.24621913,0.41986367,0.37718377,0.33652312,0.42125082,0.0,0.0,2
0.45271596,0.24324472,0.4206091,0.38630772,0.33674195,0.42058912,0.0,0.0,2
0.45199063,0.24030042,0.41660577,0.3880759,0.3364335,0.4152904,0.0,0.0,2
0.45143515,0.23731807,0.42756215,0.3858462,0.33717358,0.4258275,0.0,0.0,2
0.45104063,0.23448616,0.43796957,0.39475897,0.3388571,0.4353086,0.0,0.0,2
0.45058465,0.2321221,0.43411577,0.42239937,0.3399228,0.42909953,0.0,0.0,0
0.45012867,0.22936934,0.43411577,0.39942238,0.34098846,0.42909953,0.0,0.0,2
0.4496276,0.2268726,0.43129033,0.41454747,0.34160373,0.42457318,0.0,0.0,2
0.44927427,0.22445881,0.4408378,0.41946876,0.34310105,0.43343747,0.0,0.0,0
0.44892105,0.2216564,0.4408378,0.39649177,0.34459838,0.4334375,0.0,0.0,2
0.44846877,0.21882816,0.43451202,0.39495215,0.34535527,0.4259966,0.0,0.0,2
0.44810233,0.2165935,0.44012183,0.43004912,0.34648043,0.4296974,0.0,0.0,0
0.44773585,0.21397021,0.44012183,0.4070721,0.3476056,0.4296974,0.0,0.0,2
0.44747698,0.2115426,0.44709572,0.4186523,0.34933537,0.43577334,0.0,0.0,0
0.44721824,0.20872638,0.44709572,0.39567518,0.35106516,0.43577337,0.0,0.0,2
0.44703937,0.20631899,0.4523032,0.41984698,0.35318482,0.4396915,0.0,0.0,3
0.44693342,0.2035159,0.45847076,0.39642087,0.35264483,0.41296366,0.0,0.0,2
0.44694144,0.20131518,0.4658779,0.43203458,0.35269466,0.41889086,0.0,0.0,1
0.44686988,0.19872831,0.45914444,0.40924978,0.35564336,0.44802287,0.0,0.0,3
0.44685572,0.19574814,0.46399975,0.38596743,0.35649928,0.4269918,0.0,0.0,2
0.44692206,0.19275355,0.46920195,0.3851249,0.3578359,0.43182185,0.0,0.0,2
0.44690692,0.19034018,0.46403742,0.41947287,0.358481,0.42487305,0.0,0.0,2
0.44688493,0.18830912,0.46364635,0.4420695,0.35896608,0.42326498,0.0,0.0,0
0.44686294,0.18588935,0.46364635,0.41909254,0.35945117,0.42326495,0.0,0.0,2
0.44675556,0.18396933,0.45821816,0.44862512,0.35923725,0.41624054,0.0,0.0,0
0.44664818,0.18166065,0.45821816,0.42564818,0.35902336,0.41624054,0.0,0.0,2
0.4464713,0.1796102,0.4537971,0.44090986,0.35825026,0.41062123,0.0,0.0,1
0.44622016,0.17716762,0.44751853,0.4177599,0.36017525,0.437735,0.0,0.0,3
0.44602773,0.17433017,0.45249125,0.39439386,0.3599563,0.41618967,0.0,0.0,2
0.44595385,0.17205697,0.46017036,0.4277566,0.36039743,0.42282313,0.0,0.0,2
0.44601366,0.17002644,0.4687985,0.44210738,0.36164635,0.43094116,0.0,0.0,0
0.44607347,0.16760722,0.4687985,0.41913038,0.36289528,0.43094113,0.0,0.0,2
0.446103,0.16540445,0.46688917,0.4319256,0.36386487,0.42813432,0.0,0.0,0
0.44613245,0.16281305,0.46688917,0.4089486,0.36483452,0.42813432,0.0,0.0,2
0.44608828,0.16022897,0.46217275,0.40937644,0.36526373,0.4227036,0.0,0.0,2
0.44621146,0.1582149,0.47298265,0.4430802,0.3667041,0.43286496,0.0,0.0,0
0.44633457,0.15581213,0.47298265,0.42010313,0.36814448,0.43286496,0.0,0.0,2
0.4465455,0.15346368,0.47864094,0.4233176,0.37012762,0.43831939,0.0,0.0,0
0.44675645,0.15072653,0.47864094,0.40034044,0.37211075,0.43831939,0.0,0.0,2
0.44701034,0.14831497,0.48143032,0.419584,0.37432286,0.4406204,0.0,0.0,3
0.4473357,0.14551772,0.48747316,0.3967703,0.37393638,0.41450626,0.0,0.0,2
0.44766048,0.14274687,0.4874523,0.39833087,0.37351555,0.414161,0.0,0.0,2
0.44813368,0.1403378,0.4970106,0.41972077,0.37403157,0.4235758,0.0,0.0,2
0.44867966,0.13830616,0.50171703,0.44203442,0.37497932,0.4279143,0.0,0.0,0
0.44922563,0.13588578,0.50171703,0.41905743,0.37592703,0.4279143,0.0,0.0,2
0.4498727,0.1336831,0.50822794,0.4319266,0.37751263,0.43432468,0.0,0.0,2
0.45052475,0.13157116,0.5085575,0.43728802,0.379104,0.43438262,0.0,0.0,0
0.4511768,0.12907048,0.5085575,0.414311,0.38069537,0.43438262,0.0,0.0,2
0.45168447,0.12653135,0.49929485,0.41203374,0.38130563,0.42452282,0.0,0.0,2
0.45217454,0.12410135,0.4981722,0.41848046,0.38177857,0.4231427,0.0,0.0,2
0.45260817,0.12174117,0.49455014,0.42260942,0.38185623,0.4191706,0.0,0.0,2
0.45311752,0.11973649,0.499429,0.44362602,0.38241437,0.423999,0.0,0.0,0
0.45362687,0.11734309,0.499429,0.42064905,0.38297248,0.42399898,0.0,0.0,2
0.45412156,0.1154163,0.49850044,0.44822875,0.38340613,0.4227479,0.0,0.0,0
0.45461616,0.11310085,0.49850047,0.42525178,0.3838398,0.4227479,0.0,0.0,2
0.45506793,0.111276664,0.49575183,0.4542923,0.38396212,0.41961938,0.0,0.0,0
0.45551962,0.1090638,0.49575183,0.43131536,0.38408446,0.41961938,0.0,0.0,2
0.45588508,0.10684262,0.4902121,0.43082738,0.38361895,0.41371182,0.0,0.0,2
0.4563754,0.105097964,0.49824527,0.4589926,0.38396588,0.4218765,0.0,0.0,0
0.4568657,0.102964565,0.49824527,0.43601567,0.38431278,0.4218765,0.0,0.0,2
0.45745504,0.1011032,0.5046132,0.45209536,0.38530675,0.4283787,0.0,0.0,0
0.4580443,0.09885308,0.5046132,0.42911837,0.3863007,0.4283787,0.0,0.0,2
0.45864445,0.09716346,0.50531894,0.46224746,0.38735336,0.42896852,0.0,0.0,0
